"Appliances_energy_use_Wh","Temperature_outside_celsius"
50,-3.00E-01
40,-3.00E-01
50,-3.00E-01
50,-3.50E-01
40,-4.00E-01
40,-4.50E-01
30,-5.00E-01
20,-5.50E-01
30,-6.00E-01
30,-6.33E-01
40,-6.67E-01
50,-7.00E-01
40,-7.33E-01
50,-7.67E-01
30,-8.00E-01
40,-8.67E-01
40,-9.33E-01
50,-1.00E+00
40,-1.07E+00
20,-1.13E+00
20,-1.20E+00
30,-1.17E+00
40,-1.13E+00
40,-1.10E+00
50,-1.07E+00
50,-1.03E+00
40,-1.00E+00
50,-1.05E+00
40,-1.10E+00
40,-1.15E+00
30,-1.20E+00
30,-1.25E+00
20,-1.30E+00
30,-1.22E+00
70,-1.13E+00
50,-1.05E+00
60,-9.67E-01
40,-8.83E-01
40,-8.00E-01
40,-6.83E-01
60,-5.67E-01
50,-4.50E-01
30,-3.33E-01
80,-2.17E-01
340,-1.00E-01
50,-6.67E-02
50,-3.33E-02
60,0.00E+00
60,3.33E-02
60,6.67E-02
60,1.00E-01
50,2.83E-01
60,4.67E-01
30,6.50E-01
30,8.33E-01
30,1.02E+00
340,1.20E+00
400,1.45E+00
70,1.70E+00
50,1.95E+00
40,2.20E+00
40,2.45E+00
40,2.70E+00
40,2.83E+00
30,2.97E+00
30,3.10E+00
20,3.23E+00
30,3.37E+00
40,3.50E+00
50,3.53E+00
40,3.57E+00
40,3.60E+00
50,3.63E+00
50,3.67E+00
40,3.70E+00
30,3.70E+00
20,3.70E+00
20,3.70E+00
20,3.70E+00
40,3.70E+00
50,3.70E+00
50,3.58E+00
40,3.47E+00
40,3.35E+00
40,3.23E+00
40,3.12E+00
40,3.00E+00
20,3.00E+00
30,3.00E+00
20,3.00E+00
40,3.00E+00
40,3.00E+00
40,3.00E+00
40,3.03E+00
40,3.07E+00
40,3.10E+00
50,3.13E+00
50,3.17E+00
20,3.20E+00
20,3.27E+00
20,3.33E+00
30,3.40E+00
40,3.47E+00
40,3.53E+00
50,3.60E+00
40,3.62E+00
50,3.63E+00
40,3.65E+00
30,3.67E+00
20,3.68E+00
20,3.70E+00
20,3.70E+00
50,3.70E+00
50,3.70E+00
40,3.70E+00
40,3.70E+00
40,3.70E+00
40,3.70E+00
40,3.70E+00
30,3.70E+00
20,3.70E+00
30,3.70E+00
30,3.70E+00
40,3.77E+00
40,3.83E+00
40,3.90E+00
40,3.97E+00
40,4.03E+00
50,4.10E+00
40,4.17E+00
20,4.23E+00
20,4.30E+00
20,4.37E+00
40,4.43E+00
40,4.50E+00
50,4.52E+00
40,4.53E+00
50,4.55E+00
40,4.57E+00
40,4.58E+00
20,4.60E+00
20,4.65E+00
20,4.70E+00
30,4.75E+00
50,4.80E+00
50,4.85E+00
40,4.90E+00
40,4.93E+00
40,4.97E+00
40,5.00E+00
30,5.03E+00
20,5.07E+00
30,5.10E+00
30,5.08E+00
40,5.07E+00
40,5.05E+00
50,5.03E+00
40,5.02E+00
40,5.00E+00
30,5.02E+00
50,5.03E+00
20,5.05E+00
20,5.07E+00
20,5.08E+00
40,5.10E+00
40,5.23E+00
50,5.37E+00
40,5.50E+00
40,5.63E+00
50,5.77E+00
50,5.90E+00
10,5.90E+00
20,5.90E+00
20,5.90E+00
40,5.90E+00
40,5.90E+00
40,5.90E+00
50,5.85E+00
50,5.80E+00
40,5.75E+00
40,5.70E+00
20,5.65E+00
20,5.60E+00
40,5.60E+00
120,5.60E+00
160,5.60E+00
220,5.60E+00
130,5.60E+00
210,5.60E+00
140,5.67E+00
130,5.73E+00
190,5.80E+00
130,5.87E+00
120,5.93E+00
120,6.00E+00
120,6.05E+00
200,6.10E+00
120,6.15E+00
110,6.20E+00
120,6.25E+00
130,6.30E+00
130,6.38E+00
170,6.47E+00
110,6.55E+00
140,6.63E+00
110,6.72E+00
120,6.80E+00
110,6.85E+00
110,6.90E+00
250,6.95E+00
250,7.00E+00
100,7.05E+00
120,7.10E+00
120,7.15E+00
140,7.20E+00
190,7.25E+00
150,7.30E+00
150,7.35E+00
150,7.40E+00
150,7.42E+00
140,7.43E+00
130,7.45E+00
180,7.47E+00
280,7.48E+00
170,7.50E+00
130,7.35E+00
80,7.20E+00
80,7.05E+00
70,6.90E+00
80,6.75E+00
60,6.60E+00
40,6.58E+00
50,6.57E+00
70,6.55E+00
80,6.53E+00
120,6.52E+00
120,6.50E+00
420,6.25E+00
410,6.00E+00
240,5.75E+00
220,5.50E+00
60,5.25E+00
70,5.00E+00
90,5.22E+00
110,5.43E+00
90,5.65E+00
100,5.87E+00
90,6.08E+00
90,6.30E+00
90,6.23E+00
70,6.17E+00
70,6.10E+00
80,6.03E+00
100,5.97E+00
100,5.90E+00
90,5.90E+00
110,5.90E+00
110,5.90E+00
110,5.90E+00
110,5.90E+00
100,5.90E+00
80,5.83E+00
90,5.77E+00
100,5.70E+00
110,5.63E+00
100,5.57E+00
100,5.50E+00
90,5.48E+00
70,5.47E+00
70,5.45E+00
60,5.43E+00
50,5.42E+00
50,5.40E+00
60,5.35E+00
80,5.30E+00
70,5.25E+00
80,5.20E+00
80,5.15E+00
60,5.10E+00
40,5.13E+00
40,5.17E+00
20,5.20E+00
20,5.23E+00
30,5.27E+00
50,5.30E+00
40,5.30E+00
50,5.30E+00
40,5.30E+00
40,5.30E+00
40,5.30E+00
50,5.30E+00
30,5.32E+00
30,5.33E+00
20,5.35E+00
20,5.37E+00
40,5.38E+00
40,5.40E+00
50,5.47E+00
40,5.53E+00
50,5.60E+00
50,5.67E+00
40,5.73E+00
20,5.80E+00
30,5.85E+00
20,5.90E+00
30,5.95E+00
40,6.00E+00
50,6.05E+00
50,6.10E+00
40,6.22E+00
40,6.33E+00
40,6.45E+00
40,6.57E+00
30,6.68E+00
20,6.80E+00
30,6.67E+00
30,6.53E+00
40,6.40E+00
40,6.27E+00
50,6.13E+00
40,6.00E+00
40,6.02E+00
40,6.03E+00
50,6.05E+00
40,6.07E+00
220,6.08E+00
360,6.10E+00
360,6.18E+00
590,6.27E+00
850,6.35E+00
690,6.43E+00
800,6.52E+00
710,6.60E+00
680,6.58E+00
290,6.57E+00
190,6.55E+00
120,6.53E+00
140,6.52E+00
260,6.50E+00
310,6.50E+00
230,6.50E+00
180,6.50E+00
320,6.50E+00
620,6.50E+00
620,6.50E+00
530,6.52E+00
180,6.53E+00
180,6.55E+00
120,6.57E+00
140,6.58E+00
100,6.60E+00
120,6.67E+00
100,6.73E+00
130,6.80E+00
270,6.87E+00
520,6.93E+00
580,7.00E+00
520,7.07E+00
350,7.13E+00
340,7.20E+00
330,7.27E+00
290,7.33E+00
300,7.40E+00
280,7.48E+00
220,7.57E+00
90,7.65E+00
90,7.73E+00
100,7.82E+00
90,7.90E+00
80,7.88E+00
80,7.87E+00
80,7.85E+00
90,7.83E+00
90,7.82E+00
90,7.80E+00
80,7.82E+00
70,7.83E+00
50,7.85E+00
60,7.87E+00
40,7.88E+00
60,7.90E+00
60,7.92E+00
140,7.93E+00
80,7.95E+00
70,7.97E+00
60,7.98E+00
70,8.00E+00
60,7.98E+00
70,7.97E+00
70,7.95E+00
70,7.93E+00
60,7.92E+00
40,7.90E+00
40,7.92E+00
60,7.93E+00
350,7.95E+00
410,7.97E+00
80,7.98E+00
100,8.00E+00
80,8.02E+00
270,8.03E+00
280,8.05E+00
90,8.07E+00
90,8.08E+00
90,8.10E+00
90,8.10E+00
80,8.10E+00
70,8.10E+00
70,8.10E+00
90,8.10E+00
100,8.10E+00
90,8.07E+00
280,8.03E+00
390,8.00E+00
150,7.97E+00
50,7.93E+00
50,7.90E+00
40,7.92E+00
50,7.93E+00
30,7.95E+00
20,7.97E+00
40,7.98E+00
50,8.00E+00
50,8.02E+00
50,8.03E+00
40,8.05E+00
50,8.07E+00
50,8.08E+00
50,8.10E+00
50,8.10E+00
60,8.10E+00
50,8.10E+00
40,8.10E+00
40,8.10E+00
20,8.10E+00
30,8.12E+00
40,8.13E+00
50,8.15E+00
50,8.17E+00
60,8.18E+00
40,8.20E+00
50,8.23E+00
50,8.27E+00
40,8.30E+00
50,8.33E+00
60,8.37E+00
50,8.40E+00
60,8.25E+00
30,8.10E+00
30,7.95E+00
20,7.80E+00
40,7.65E+00
50,7.50E+00
50,7.43E+00
60,7.37E+00
50,7.30E+00
40,7.23E+00
50,7.17E+00
40,7.10E+00
50,7.00E+00
40,6.90E+00
50,6.80E+00
60,6.70E+00
30,6.60E+00
20,6.50E+00
30,6.55E+00
50,6.60E+00
50,6.65E+00
40,6.70E+00
60,6.75E+00
50,6.80E+00
50,6.88E+00
50,6.97E+00
50,7.05E+00
40,7.13E+00
50,7.22E+00
50,7.30E+00
20,7.57E+00
40,7.83E+00
30,8.10E+00
50,8.37E+00
40,8.63E+00
50,8.90E+00
50,9.18E+00
40,9.47E+00
50,9.75E+00
50,1.00E+01
60,1.03E+01
50,1.06E+01
50,1.09E+01
40,1.11E+01
40,1.14E+01
30,1.16E+01
20,1.19E+01
40,1.21E+01
50,1.21E+01
60,1.21E+01
40,1.21E+01
50,1.20E+01
50,1.20E+01
40,1.20E+01
50,1.21E+01
60,1.22E+01
50,1.24E+01
60,1.25E+01
40,1.26E+01
50,1.27E+01
30,1.28E+01
30,1.28E+01
20,1.29E+01
40,1.30E+01
60,1.30E+01
50,1.31E+01
50,1.30E+01
50,1.29E+01
40,1.28E+01
50,1.27E+01
50,1.26E+01
40,1.25E+01
60,1.22E+01
50,1.19E+01
50,1.16E+01
50,1.12E+01
50,1.09E+01
30,1.06E+01
30,1.05E+01
30,1.04E+01
40,1.04E+01
60,1.03E+01
50,1.02E+01
50,1.01E+01
40,1.01E+01
50,1.00E+01
40,9.95E+00
50,9.90E+00
50,9.85E+00
50,9.80E+00
60,9.75E+00
50,9.70E+00
40,9.65E+00
360,9.60E+00
380,9.55E+00
390,9.50E+00
390,9.55E+00
320,9.60E+00
80,9.65E+00
70,9.70E+00
80,9.75E+00
80,9.80E+00
70,9.80E+00
80,9.80E+00
80,9.80E+00
80,9.80E+00
80,9.80E+00
60,9.80E+00
50,9.88E+00
40,9.97E+00
70,1.01E+01
80,1.01E+01
80,1.02E+01
90,1.03E+01
80,1.03E+01
130,1.03E+01
370,1.03E+01
370,1.03E+01
160,1.03E+01
250,1.03E+01
380,1.01E+01
380,9.90E+00
100,9.70E+00
40,9.50E+00
30,9.30E+00
30,9.10E+00
30,9.22E+00
50,9.33E+00
50,9.45E+00
50,9.57E+00
50,9.68E+00
50,9.80E+00
40,9.72E+00
50,9.63E+00
40,9.55E+00
40,9.47E+00
50,9.38E+00
50,9.30E+00
50,9.05E+00
40,8.80E+00
20,8.55E+00
20,8.30E+00
30,8.05E+00
50,7.80E+00
50,7.92E+00
50,8.03E+00
50,8.15E+00
50,8.27E+00
40,8.38E+00
40,8.50E+00
40,8.52E+00
50,8.53E+00
50,8.55E+00
50,8.57E+00
50,8.58E+00
20,8.60E+00
20,8.60E+00
20,8.60E+00
40,8.60E+00
50,8.60E+00
50,8.60E+00
50,8.60E+00
50,8.63E+00
40,8.67E+00
40,8.70E+00
70,8.73E+00
380,8.77E+00
190,8.80E+00
60,8.85E+00
60,8.90E+00
40,8.95E+00
20,9.00E+00
20,9.05E+00
40,9.10E+00
40,9.13E+00
40,9.17E+00
50,9.20E+00
50,9.23E+00
40,9.27E+00
50,9.30E+00
40,9.42E+00
30,9.53E+00
50,9.65E+00
40,9.77E+00
40,9.88E+00
50,1.00E+01
30,1.00E+01
20,1.00E+01
20,1.01E+01
40,1.01E+01
40,1.01E+01
40,1.01E+01
50,1.02E+01
40,1.02E+01
50,1.03E+01
50,1.04E+01
40,1.04E+01
40,1.05E+01
40,1.06E+01
40,1.07E+01
50,1.08E+01
50,1.09E+01
30,1.10E+01
20,1.11E+01
20,1.11E+01
30,1.10E+01
40,1.09E+01
50,1.09E+01
40,1.09E+01
50,1.08E+01
50,1.07E+01
40,1.06E+01
50,1.04E+01
40,1.03E+01
30,1.02E+01
50,1.01E+01
40,1.01E+01
50,1.00E+01
40,9.95E+00
50,9.90E+00
40,9.85E+00
20,9.80E+00
20,9.80E+00
20,9.80E+00
40,9.80E+00
50,9.80E+00
50,9.80E+00
50,9.80E+00
40,9.82E+00
40,9.83E+00
40,9.85E+00
40,9.87E+00
40,9.88E+00
50,9.90E+00
40,9.85E+00
40,9.80E+00
20,9.75E+00
20,9.70E+00
30,9.65E+00
20,9.60E+00
50,9.55E+00
50,9.50E+00
60,9.45E+00
540,9.40E+00
610,9.35E+00
90,9.30E+00
50,9.33E+00
60,9.37E+00
60,9.40E+00
70,9.43E+00
70,9.47E+00
60,9.50E+00
70,9.53E+00
40,9.57E+00
40,9.60E+00
40,9.63E+00
310,9.67E+00
390,9.70E+00
380,9.73E+00
370,9.77E+00
370,9.80E+00
90,9.83E+00
60,9.87E+00
50,9.90E+00
50,9.88E+00
50,9.87E+00
40,9.85E+00
50,9.83E+00
30,9.82E+00
20,9.80E+00
20,9.83E+00
30,9.87E+00
40,9.90E+00
50,9.93E+00
50,9.97E+00
40,1.00E+01
40,1.00E+01
40,1.00E+01
40,1.01E+01
40,1.01E+01
40,1.01E+01
20,1.01E+01
30,1.01E+01
20,1.01E+01
40,1.01E+01
40,1.01E+01
40,1.01E+01
40,1.01E+01
50,1.01E+01
50,1.01E+01
40,1.01E+01
40,1.01E+01
30,1.01E+01
20,1.01E+01
20,1.01E+01
20,1.02E+01
50,1.02E+01
50,1.02E+01
40,1.03E+01
40,1.03E+01
50,1.03E+01
40,1.03E+01
40,1.03E+01
40,1.03E+01
20,1.03E+01
60,1.03E+01
20,1.02E+01
40,1.01E+01
110,9.95E+00
310,9.83E+00
50,9.72E+00
60,9.60E+00
60,9.63E+00
60,9.67E+00
60,9.70E+00
60,9.73E+00
60,9.77E+00
50,9.80E+00
60,9.78E+00
40,9.77E+00
50,9.75E+00
390,9.73E+00
340,9.72E+00
40,9.70E+00
20,9.80E+00
20,9.90E+00
20,1.00E+01
30,1.01E+01
40,1.02E+01
50,1.03E+01
50,1.04E+01
40,1.05E+01
40,1.06E+01
40,1.06E+01
40,1.07E+01
40,1.08E+01
40,1.09E+01
30,1.09E+01
30,1.10E+01
30,1.11E+01
20,1.11E+01
40,1.12E+01
40,1.12E+01
40,1.12E+01
40,1.12E+01
50,1.11E+01
40,1.11E+01
60,1.11E+01
40,1.11E+01
30,1.12E+01
40,1.12E+01
40,1.12E+01
40,1.13E+01
30,1.13E+01
20,1.13E+01
30,1.12E+01
20,1.12E+01
50,1.12E+01
40,1.11E+01
30,1.11E+01
50,1.11E+01
40,1.10E+01
40,1.09E+01
50,1.09E+01
40,1.09E+01
40,1.08E+01
40,1.07E+01
40,1.06E+01
30,1.05E+01
30,1.04E+01
20,1.03E+01
30,1.02E+01
40,1.02E+01
40,1.01E+01
50,1.01E+01
40,1.01E+01
40,1.00E+01
40,1.00E+01
40,9.93E+00
50,9.87E+00
40,9.80E+00
30,9.73E+00
40,9.67E+00
30,9.60E+00
20,9.60E+00
20,9.60E+00
30,9.60E+00
40,9.60E+00
40,9.60E+00
50,9.60E+00
30,9.63E+00
40,9.67E+00
40,9.70E+00
50,9.73E+00
40,9.77E+00
50,9.80E+00
40,9.80E+00
40,9.80E+00
40,9.80E+00
30,9.80E+00
30,9.80E+00
20,9.80E+00
30,9.80E+00
20,9.80E+00
50,9.80E+00
40,9.80E+00
40,9.80E+00
40,9.80E+00
40,9.83E+00
40,9.87E+00
50,9.90E+00
50,9.93E+00
40,9.97E+00
40,1.00E+01
40,9.97E+00
20,9.93E+00
20,9.90E+00
30,9.87E+00
30,9.83E+00
50,9.80E+00
50,9.67E+00
30,9.53E+00
40,9.40E+00
50,9.27E+00
30,9.13E+00
50,9.00E+00
50,8.88E+00
40,8.77E+00
40,8.65E+00
40,8.53E+00
30,8.42E+00
10,8.30E+00
20,8.18E+00
30,8.07E+00
50,7.95E+00
50,7.83E+00
40,7.72E+00
40,7.60E+00
40,7.38E+00
40,7.17E+00
40,6.95E+00
40,6.73E+00
50,6.52E+00
40,6.30E+00
40,6.28E+00
20,6.27E+00
20,6.25E+00
20,6.23E+00
40,6.22E+00
50,6.20E+00
40,6.03E+00
40,5.87E+00
40,5.70E+00
40,5.53E+00
30,5.37E+00
40,5.20E+00
50,4.95E+00
30,4.70E+00
40,4.45E+00
10,4.20E+00
20,3.95E+00
40,3.70E+00
40,3.85E+00
40,4.00E+00
50,4.15E+00
50,4.30E+00
40,4.45E+00
40,4.60E+00
40,4.85E+00
40,5.10E+00
30,5.35E+00
20,5.60E+00
20,5.85E+00
30,6.10E+00
50,6.20E+00
40,6.30E+00
40,6.40E+00
40,6.50E+00
50,6.60E+00
40,6.70E+00
40,6.80E+00
50,6.90E+00
50,7.00E+00
40,7.10E+00
30,7.20E+00
10,7.30E+00
20,7.30E+00
30,7.30E+00
50,7.30E+00
50,7.30E+00
40,7.30E+00
50,7.30E+00
40,7.28E+00
40,7.27E+00
40,7.25E+00
40,7.23E+00
50,7.22E+00
50,7.20E+00
20,7.17E+00
20,7.13E+00
20,7.10E+00
20,7.07E+00
40,7.03E+00
50,7.00E+00
50,6.75E+00
40,6.50E+00
50,6.25E+00
30,6.00E+00
40,5.75E+00
40,5.50E+00
40,5.03E+00
40,4.57E+00
50,4.10E+00
50,3.63E+00
30,3.17E+00
20,2.70E+00
20,2.55E+00
20,2.40E+00
50,2.25E+00
40,2.10E+00
50,1.95E+00
50,1.80E+00
40,2.07E+00
40,2.33E+00
40,2.60E+00
40,2.87E+00
30,3.13E+00
20,3.40E+00
20,3.23E+00
30,3.07E+00
40,2.90E+00
40,2.73E+00
50,2.57E+00
30,2.40E+00
40,2.45E+00
50,2.50E+00
40,2.55E+00
50,2.60E+00
40,2.65E+00
40,2.70E+00
40,2.77E+00
20,2.83E+00
20,2.90E+00
30,2.97E+00
20,3.03E+00
50,3.10E+00
40,3.08E+00
40,3.07E+00
40,3.05E+00
40,3.03E+00
40,3.02E+00
50,3.00E+00
50,3.07E+00
40,3.13E+00
20,3.20E+00
20,3.27E+00
20,3.33E+00
30,3.40E+00
50,3.37E+00
50,3.33E+00
40,3.30E+00
50,3.27E+00
40,3.23E+00
40,3.20E+00
40,3.32E+00
40,3.43E+00
40,3.55E+00
50,3.67E+00
40,3.78E+00
20,3.90E+00
20,3.95E+00
20,4.00E+00
30,4.05E+00
50,4.10E+00
40,4.15E+00
50,4.20E+00
40,4.25E+00
50,4.30E+00
40,4.35E+00
40,4.40E+00
20,4.45E+00
30,4.50E+00
20,4.47E+00
20,4.43E+00
50,4.40E+00
40,4.37E+00
40,4.33E+00
40,4.30E+00
40,4.35E+00
40,4.40E+00
40,4.45E+00
50,4.50E+00
50,4.55E+00
20,4.60E+00
20,4.65E+00
20,4.70E+00
30,4.75E+00
40,4.80E+00
40,4.85E+00
50,4.90E+00
40,4.97E+00
40,5.03E+00
40,5.10E+00
40,5.17E+00
40,5.23E+00
40,5.30E+00
20,5.40E+00
20,5.50E+00
30,5.60E+00
40,5.70E+00
40,5.80E+00
40,5.90E+00
40,6.05E+00
40,6.20E+00
40,6.35E+00
50,6.50E+00
40,6.65E+00
40,6.80E+00
30,6.90E+00
20,7.00E+00
20,7.10E+00
10,7.20E+00
60,7.30E+00
40,7.40E+00
40,7.50E+00
50,7.60E+00
40,7.70E+00
40,7.80E+00
40,7.90E+00
40,8.00E+00
50,8.05E+00
20,8.10E+00
30,8.15E+00
20,8.20E+00
20,8.25E+00
40,8.30E+00
50,8.30E+00
40,8.30E+00
40,8.30E+00
50,8.30E+00
50,8.30E+00
30,8.30E+00
40,8.33E+00
30,8.37E+00
20,8.40E+00
20,8.43E+00
30,8.47E+00
40,8.50E+00
50,8.52E+00
40,8.53E+00
40,8.55E+00
50,8.57E+00
60,8.58E+00
70,8.60E+00
60,8.63E+00
70,8.67E+00
70,8.70E+00
70,8.73E+00
50,8.77E+00
70,8.80E+00
80,8.83E+00
110,8.87E+00
80,8.90E+00
90,8.93E+00
80,8.97E+00
80,9.00E+00
70,9.00E+00
80,9.00E+00
90,9.00E+00
100,9.00E+00
110,9.00E+00
90,9.00E+00
80,9.02E+00
70,9.03E+00
60,9.05E+00
80,9.07E+00
80,9.08E+00
80,9.10E+00
90,9.10E+00
80,9.10E+00
90,9.10E+00
80,9.10E+00
60,9.10E+00
70,9.10E+00
70,9.08E+00
70,9.07E+00
80,9.05E+00
80,9.03E+00
50,9.02E+00
50,9.00E+00
60,9.02E+00
50,9.03E+00
80,9.05E+00
60,9.07E+00
50,9.08E+00
50,9.10E+00
40,9.10E+00
40,9.10E+00
40,9.10E+00
40,9.10E+00
50,9.10E+00
40,9.10E+00
40,9.05E+00
30,9.00E+00
20,8.95E+00
20,8.90E+00
50,8.85E+00
40,8.80E+00
40,8.83E+00
40,8.87E+00
50,8.90E+00
50,8.93E+00
50,8.97E+00
30,9.00E+00
40,9.02E+00
40,9.03E+00
40,9.05E+00
50,9.07E+00
20,9.08E+00
30,9.10E+00
20,9.03E+00
30,8.97E+00
40,8.90E+00
40,8.83E+00
50,8.77E+00
40,8.70E+00
50,8.67E+00
40,8.63E+00
40,8.60E+00
50,8.57E+00
30,8.53E+00
40,8.50E+00
40,8.47E+00
50,8.43E+00
40,8.40E+00
50,8.37E+00
30,8.33E+00
20,8.30E+00
20,8.33E+00
20,8.37E+00
40,8.40E+00
40,8.43E+00
50,8.47E+00
50,8.50E+00
40,8.52E+00
40,8.53E+00
60,8.55E+00
50,8.57E+00
40,8.58E+00
50,8.60E+00
50,8.58E+00
40,8.57E+00
30,8.55E+00
30,8.53E+00
60,8.52E+00
50,8.50E+00
40,8.50E+00
40,8.50E+00
100,8.50E+00
60,8.50E+00
50,8.50E+00
40,8.50E+00
50,8.52E+00
40,8.53E+00
50,8.55E+00
180,8.57E+00
100,8.58E+00
80,8.60E+00
200,8.30E+00
80,8.00E+00
70,7.70E+00
80,7.40E+00
70,7.10E+00
90,6.80E+00
220,6.73E+00
430,6.67E+00
400,6.60E+00
410,6.53E+00
420,6.47E+00
420,6.40E+00
140,6.42E+00
130,6.43E+00
130,6.45E+00
440,6.47E+00
320,6.48E+00
400,6.50E+00
230,6.47E+00
130,6.43E+00
100,6.40E+00
100,6.37E+00
110,6.33E+00
110,6.30E+00
120,6.25E+00
100,6.20E+00
160,6.15E+00
510,6.10E+00
450,6.05E+00
670,6.00E+00
660,5.90E+00
630,5.80E+00
610,5.70E+00
590,5.60E+00
260,5.50E+00
120,5.40E+00
250,5.25E+00
400,5.10E+00
120,4.95E+00
120,4.80E+00
190,4.65E+00
670,4.50E+00
780,4.20E+00
620,3.90E+00
210,3.60E+00
110,3.30E+00
100,3.00E+00
90,2.70E+00
90,2.73E+00
100,2.77E+00
100,2.80E+00
110,2.83E+00
100,2.87E+00
110,2.90E+00
100,2.95E+00
100,3.00E+00
90,3.05E+00
90,3.10E+00
90,3.15E+00
90,3.20E+00
70,3.33E+00
60,3.47E+00
70,3.60E+00
50,3.73E+00
50,3.87E+00
50,4.00E+00
50,4.08E+00
60,4.17E+00
40,4.25E+00
40,4.33E+00
40,4.42E+00
50,4.50E+00
40,4.47E+00
50,4.43E+00
50,4.40E+00
50,4.37E+00
40,4.33E+00
50,4.30E+00
40,4.18E+00
30,4.07E+00
30,3.95E+00
30,3.83E+00
30,3.72E+00
50,3.60E+00
50,3.67E+00
40,3.73E+00
40,3.80E+00
50,3.87E+00
40,3.93E+00
60,4.00E+00
50,4.07E+00
40,4.13E+00
50,4.20E+00
40,4.27E+00
40,4.33E+00
50,4.40E+00
30,4.40E+00
30,4.40E+00
30,4.40E+00
30,4.40E+00
50,4.40E+00
40,4.40E+00
40,4.35E+00
50,4.30E+00
50,4.25E+00
40,4.20E+00
60,4.15E+00
40,4.10E+00
50,4.13E+00
40,4.17E+00
40,4.20E+00
50,4.23E+00
40,4.27E+00
40,4.30E+00
40,4.38E+00
30,4.47E+00
20,4.55E+00
40,4.63E+00
40,4.72E+00
190,4.80E+00
150,4.83E+00
350,4.87E+00
70,4.90E+00
90,4.93E+00
80,4.97E+00
60,5.00E+00
50,5.08E+00
360,5.17E+00
440,5.25E+00
440,5.33E+00
450,5.42E+00
440,5.50E+00
140,5.58E+00
190,5.67E+00
450,5.75E+00
360,5.83E+00
110,5.92E+00
70,6.00E+00
130,6.10E+00
70,6.20E+00
60,6.30E+00
140,6.40E+00
130,6.50E+00
210,6.60E+00
530,6.67E+00
410,6.73E+00
480,6.80E+00
410,6.87E+00
320,6.93E+00
310,7.00E+00
290,7.07E+00
220,7.13E+00
130,7.20E+00
130,7.27E+00
130,7.33E+00
130,7.40E+00
120,7.43E+00
90,7.47E+00
90,7.50E+00
80,7.53E+00
80,7.57E+00
90,7.60E+00
170,7.68E+00
90,7.77E+00
110,7.85E+00
90,7.93E+00
140,8.02E+00
160,8.10E+00
100,8.27E+00
110,8.43E+00
180,8.60E+00
400,8.77E+00
130,8.93E+00
150,9.10E+00
140,9.35E+00
140,9.60E+00
150,9.85E+00
190,1.01E+01
140,1.04E+01
140,1.06E+01
150,1.08E+01
130,1.09E+01
180,1.11E+01
640,1.13E+01
650,1.14E+01
140,1.16E+01
80,1.16E+01
90,1.17E+01
130,1.17E+01
130,1.17E+01
140,1.18E+01
120,1.18E+01
130,1.18E+01
140,1.17E+01
110,1.17E+01
200,1.16E+01
220,1.16E+01
120,1.15E+01
100,1.15E+01
100,1.16E+01
90,1.16E+01
100,1.16E+01
90,1.17E+01
100,1.17E+01
90,1.16E+01
70,1.16E+01
70,1.15E+01
60,1.14E+01
30,1.14E+01
20,1.13E+01
20,1.13E+01
30,1.14E+01
50,1.14E+01
60,1.14E+01
50,1.15E+01
40,1.15E+01
50,1.15E+01
40,1.15E+01
50,1.15E+01
40,1.15E+01
50,1.15E+01
60,1.15E+01
50,1.14E+01
40,1.14E+01
50,1.14E+01
40,1.13E+01
40,1.13E+01
50,1.12E+01
50,1.12E+01
40,1.12E+01
30,1.12E+01
20,1.12E+01
40,1.12E+01
40,1.12E+01
50,1.11E+01
40,1.10E+01
50,1.09E+01
50,1.09E+01
60,1.08E+01
50,1.07E+01
40,1.08E+01
50,1.08E+01
40,1.09E+01
50,1.10E+01
40,1.10E+01
50,1.11E+01
50,1.10E+01
50,1.09E+01
40,1.09E+01
50,1.08E+01
40,1.07E+01
30,1.06E+01
20,1.06E+01
30,1.05E+01
40,1.04E+01
50,1.04E+01
50,1.04E+01
40,1.03E+01
40,1.04E+01
60,1.04E+01
120,1.04E+01
370,1.05E+01
350,1.06E+01
330,1.06E+01
60,1.07E+01
50,1.07E+01
40,1.08E+01
40,1.09E+01
40,1.09E+01
40,1.10E+01
50,1.10E+01
50,1.10E+01
80,1.11E+01
140,1.11E+01
330,1.11E+01
160,1.11E+01
80,1.11E+01
30,1.11E+01
60,1.12E+01
60,1.12E+01
60,1.12E+01
70,1.12E+01
40,1.12E+01
470,1.12E+01
710,1.13E+01
480,1.13E+01
360,1.13E+01
340,1.13E+01
300,1.13E+01
230,1.13E+01
260,1.13E+01
420,1.13E+01
170,1.13E+01
80,1.13E+01
70,1.13E+01
390,1.13E+01
640,1.14E+01
510,1.14E+01
300,1.14E+01
260,1.14E+01
260,1.14E+01
220,1.15E+01
190,1.15E+01
300,1.15E+01
430,1.16E+01
700,1.16E+01
570,1.15E+01
330,1.14E+01
280,1.14E+01
260,1.13E+01
240,1.12E+01
230,1.11E+01
220,1.11E+01
100,1.12E+01
270,1.12E+01
330,1.12E+01
260,1.13E+01
310,1.13E+01
430,1.13E+01
420,1.13E+01
190,1.14E+01
110,1.14E+01
120,1.14E+01
120,1.14E+01
110,1.13E+01
120,1.12E+01
120,1.11E+01
150,1.10E+01
490,1.09E+01
580,1.08E+01
350,1.08E+01
80,1.07E+01
